AGY,AGYT,AGYSUB,AGYSUBT,SEP,SEPT,EFDATE,AGELVLT,EDLVL,EDLVLT,LOS,OCC,OCCT,OCCFAM,OCCFAMT,PAYPLAN,PAYPLANT,STEMAGGT,STEMTYPT,SUPERVIS,SUPERVIST,TOA,TOAT,WORKSCH,WORKSCHT,COUNT,LOC,STATE,STATET,COUNTRY,COUNTRYT,SALARY,GRD
TC,U.S. INTERNATIONAL TRADE COMMISSION,TC00,U.S. INTERNATIONAL TRADE COMMISSION,SD,Retirement - Voluntary,202312,65 OR MORE,21,DOCTORATE DEGREE,33.3,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,2,SUPERVISOR OR MANAGER,10,CAREER (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,183500,15
TC,U.S. INTERNATIONAL TRADE COMMISSION,TC00,U.S. INTERNATIONAL TRADE COMMISSION,SC,Quit,202310,35-39,17,MASTER'S DEGREE,7.4,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,10,CAREER (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,145617,13
TC,U.S. INTERNATIONAL TRADE COMMISSION,TC00,U.S. INTERNATIONAL TRADE COMMISSION,SC,Quit,202312,45-49,17,MASTER'S DEGREE,11.4,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,10,CAREER (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,145604,14
SK,CONSUMER PRODUCT SAFETY COMMISSION,SK00,CONSUMER PRODUCT SAFETY COMMISSION,SA,Transfer Out - Individual Transfer,202311,30-34,17,MASTER'S DEGREE,4.8,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,10,CAREER (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,24,MD,MARYLAND,US,UNITED STATES,115749,13
ST,DEPARTMENT OF STATE,ST00,DEPARTMENT OF STATE,SA,Transfer Out - Individual Transfer,202311,35-39,17,MASTER'S DEGREE,4.8,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,145604,14
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,SD,Retirement - Voluntary,202402,65 OR MORE,13,BACHELOR'S DEGREE,25.0,0119,ECONOMICS ASSISTANT,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,ALL OTHER OCCUPATIONS,ALL OTHER OCCUPATIONS,8,ALL OTHER POSITIONS,10,CAREER (COMPETITIVE SERVICE PERMANENT),P,PART-TIME,1,12,FL,FLORIDA,US,UNITED STATES,67880,07
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,SD,Retirement - Voluntary,202402,60-64,17,MASTER'S DEGREE,17.3,0119,ECONOMICS ASSISTANT,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,ALL OTHER OCCUPATIONS,ALL OTHER OCCUPATIONS,8,ALL OTHER POSITIONS,10,CAREER (COMPETITIVE SERVICE PERMANENT),P,PART-TIME,1,12,FL,FLORIDA,US,UNITED STATES,62658,07
DJ,DEPARTMENT OF JUSTICE,DJ01,"OFFICES, BOARDS AND DIVISIONS",SE,Retirement - Early Out,202403,55-59,21,DOCTORATE DEGREE,25.6,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,2,SUPERVISOR OR MANAGER,10,CAREER (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,191900,15
DJ,DEPARTMENT OF JUSTICE,DJ01,"OFFICES, BOARDS AND DIVISIONS",SE,Retirement - Early Out,202403,55-59,21,DOCTORATE DEGREE,22.6,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,10,CAREER (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,191900,15
DJ,DEPARTMENT OF JUSTICE,DJ01,"OFFICES, BOARDS AND DIVISIONS",SE,Retirement - Early Out,202403,55-59,21,DOCTORATE DEGREE,27.6,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,10,CAREER (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,191900,15
DN,DEPARTMENT OF ENERGY,DN00,DEPARTMENT OF ENERGY,SD,Retirement - Voluntary,202401,65 OR MORE,21,DOCTORATE DEGREE,32.4,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,10,CAREER (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,191900,15
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,SA,Transfer Out - Individual Transfer,202402,35-39,04,HIGH SCHOOL GRADUATE OR CERTIFICATE OF EQUIVALENCY,5.6,0119,ECONOMICS ASSISTANT,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,ALL OTHER OCCUPATIONS,ALL OTHER OCCUPATIONS,8,ALL OTHER POSITIONS,10,CAREER (COMPETITIVE SERVICE PERMANENT),P,PART-TIME,1,34,NJ,NEW JERSEY,US,UNITED STATES,57012,06
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,SD,Retirement - Voluntary,202401,55-59,17,MASTER'S DEGREE,32.9,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,2,SUPERVISOR OR MANAGER,10,CAREER (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,191900,15
DN,DEPARTMENT OF ENERGY,DNFE,FEDERAL ENERGY REGULATORY COMMISSION,SD,Retirement - Voluntary,202402,65 OR MORE,15,FIRST PROFESSIONAL,36.3,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,10,CAREER (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,181216,14
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,SD,Retirement - Voluntary,202403,60-64,13,BACHELOR'S DEGREE,17.8,0119,ECONOMICS ASSISTANT,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,ALL OTHER OCCUPATIONS,ALL OTHER OCCUPATIONS,8,ALL OTHER POSITIONS,10,CAREER (COMPETITIVE SERVICE PERMANENT),P,PART-TIME,1,06,CA,CALIFORNIA,US,UNITED STATES,75263,07
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,SA,Transfer Out - Individual Transfer,202401,50-54,13,BACHELOR'S DEGREE,22.7,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,2,SUPERVISOR OR MANAGER,10,CAREER (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,41,OR,OREGON,US,UNITED STATES,148972,14
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,SC,Quit,202402,60-64,21,DOCTORATE DEGREE,0.7,0119,ECONOMICS ASSISTANT,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,ALL OTHER OCCUPATIONS,ALL OTHER OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),P,PART-TIME,1,06,CA,CALIFORNIA,US,UNITED STATES,59823,05
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,SC,Quit,202401,40-44,04,HIGH SCHOOL GRADUATE OR CERTIFICATE OF EQUIVALENCY,2.3,0119,ECONOMICS ASSISTANT,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,ALL OTHER OCCUPATIONS,ALL OTHER OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),P,PART-TIME,1,06,CA,CALIFORNIA,US,UNITED STATES,66692,06
DL,DEPARTMENT OF LABOR,DLEH,OFFICE OF DISABILITY EMPLOYMENT POLICY,SA,Transfer Out - Individual Transfer,202403,50-54,21,DOCTORATE DEGREE,9.8,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,10,CAREER (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,162629,14
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,SD,Retirement - Voluntary,202401,55-59,13,BACHELOR'S DEGREE,26.4,0119,ECONOMICS ASSISTANT,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,ALL OTHER OCCUPATIONS,ALL OTHER OCCUPATIONS,8,ALL OTHER POSITIONS,10,CAREER (COMPETITIVE SERVICE PERMANENT),P,PART-TIME,1,39,OH,OHIO,US,UNITED STATES,66390,07
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,SD,Retirement - Voluntary,202402,60-64,13,BACHELOR'S DEGREE,29.3,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,4,SUPERVISOR (CSRA),10,CAREER (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,13,GA,GEORGIA,US,UNITED STATES,138422,13
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,SC,Quit,202401,25-29,17,MASTER'S DEGREE,1.5,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,48,TX,TEXAS,US,UNITED STATES,69154,09
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,SA,Transfer Out - Individual Transfer,202403,30-34,13,BACHELOR'S DEGREE,0.8,0119,ECONOMICS ASSISTANT,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,ALL OTHER OCCUPATIONS,ALL OTHER OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),P,PART-TIME,1,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,45146,05
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,SC,Quit,202402,20-24,13,BACHELOR'S DEGREE,1.0,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,06,CA,CALIFORNIA,US,UNITED STATES,58907,07
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,SA,Transfer Out - Individual Transfer,202403,35-39,04,HIGH SCHOOL GRADUATE OR CERTIFICATE OF EQUIVALENCY,0.9,0119,ECONOMICS ASSISTANT,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,ALL OTHER OCCUPATIONS,ALL OTHER OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),P,PART-TIME,1,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,45146,05
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,SC,Quit,202403,65 OR MORE,04,HIGH SCHOOL GRADUATE OR CERTIFICATE OF EQUIVALENCY,4.1,0119,ECONOMICS ASSISTANT,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,ALL OTHER OCCUPATIONS,ALL OTHER OCCUPATIONS,8,ALL OTHER POSITIONS,10,CAREER (COMPETITIVE SERVICE PERMANENT),P,PART-TIME,1,36,NY,NEW YORK,US,UNITED STATES,43730,05
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,SC,Quit,202403,55-59,13,BACHELOR'S DEGREE,0.0,0119,ECONOMICS ASSISTANT,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,ALL OTHER OCCUPATIONS,ALL OTHER OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),P,PART-TIME,1,36,NY,NEW YORK,US,UNITED STATES,41328,05
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,SC,Quit,202403,65 OR MORE,17,MASTER'S DEGREE,0.2,0119,ECONOMICS ASSISTANT,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,ALL OTHER OCCUPATIONS,ALL OTHER OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),P,PART-TIME,1,39,OH,OHIO,US,UNITED STATES,42407,05
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,SC,Quit,202403,50-54,11,THREE YEARS COLLEGE,0.0,0119,ECONOMICS ASSISTANT,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,ALL OTHER OCCUPATIONS,ALL OTHER OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),P,PART-TIME,1,12,FL,FLORIDA,US,UNITED STATES,39576,05
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,SA,Transfer Out - Individual Transfer,202402,30-34,04,HIGH SCHOOL GRADUATE OR CERTIFICATE OF EQUIVALENCY,0.3,0119,ECONOMICS ASSISTANT,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,ALL OTHER OCCUPATIONS,ALL OTHER OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),P,PART-TIME,1,04,AZ,ARIZONA,US,UNITED STATES,39576,05
DL,DEPARTMENT OF LABOR,DLOF,OFFICE OF FEDERAL CONTRACT COMPLIANCE PROGRAMS,SA,Transfer Out - Individual Transfer,202402,45-49,17,MASTER'S DEGREE,8.3,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,10,CAREER (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,24,MD,MARYLAND,US,UNITED STATES,167276,14
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,SC,Quit,202402,25-29,13,BACHELOR'S DEGREE,2.5,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,26,MI,MICHIGAN,US,UNITED STATES,80006,11
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,SA,Transfer Out - Individual Transfer,202401,35-39,13,BACHELOR'S DEGREE,15.3,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,2,SUPERVISOR OR MANAGER,10,CAREER (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,36,NY,NEW YORK,US,UNITED STATES,162701,14
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,SD,Retirement - Voluntary,202401,55-59,17,MASTER'S DEGREE,34.4,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,10,CAREER (COMPETITIVE SERVICE PERMANENT),P,PART-TIME,1,51,VA,VIRGINIA,US,UNITED STATES,181216,14
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,SA,Transfer Out - Individual Transfer,202401,40-44,13,BACHELOR'S DEGREE,17.7,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,2,SUPERVISOR OR MANAGER,10,CAREER (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,17,IL,ILLINOIS,US,UNITED STATES,138529,13
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,SC,Quit,202402,20-24,13,BACHELOR'S DEGREE,0.4,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,13,GA,GEORGIA,US,UNITED STATES,51807,07
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,SC,Quit,202403,45-49,10,ASSOCIATE DEGREE,1.1,0119,ECONOMICS ASSISTANT,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,ALL OTHER OCCUPATIONS,ALL OTHER OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),P,PART-TIME,1,06,CA,CALIFORNIA,US,UNITED STATES,47554,05
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,SC,Quit,202403,30-34,17,MASTER'S DEGREE,0.8,0119,ECONOMICS ASSISTANT,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,ALL OTHER OCCUPATIONS,ALL OTHER OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),P,PART-TIME,1,48,TX,TEXAS,US,UNITED STATES,39576,05
