AGY,AGYT,AGYSUB,AGYSUBT,ACC,ACCT,EFDATE,AGELVL,EDLVL,EDLVLT,LOS,OCC,OCCT,OCCFAM,OCCFAMT,PAYPLAN,PAYPLANT,STEMAGGT,STEMTYPT,SUPERVIS,SUPERVIST,TOA,TOAT,WORKSCH,WORKSCHT,COUNT,sensitive_occupation_ind,dod_ind,security_agency_ind,performance_salary_ind,performance_grade_ind,individual_ind,LOC,STATE,STATET,COUNTRY,COUNTRYT,SALARY,GRD
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,AC,New Hire - Competitive Service Appointment,202310,25-29,13,BACHELOR'S DEGREE,0.0,0119,ECONOMICS ASSISTANT,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,ALL OTHER OCCUPATIONS,ALL OTHER OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),P,PART-TIME,1,N,N,N,N,N,N,41,OR,OREGON,US,UNITED STATES,40440,05
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,AD,New Hire - Excepted Service Appointment,202310,20-24,13,BACHELOR'S DEGREE,0.0,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,35,SCHEDULE D (EXCEPTED SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,06,CA,CALIFORNIA,US,UNITED STATES,54067,07
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,AC,New Hire - Competitive Service Appointment,202311,60-64,13,BACHELOR'S DEGREE,37.1,0119,ECONOMICS ASSISTANT,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,ALL OTHER OCCUPATIONS,ALL OTHER OCCUPATIONS,8,ALL OTHER POSITIONS,20,NONPERMANENT (COMPETITTIVE SERVICE NONPERMANENT),I,INTERMITTENT,1,N,N,N,N,N,N,06,CA,CALIFORNIA,US,UNITED STATES,60703,07
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,AD,New Hire - Excepted Service Appointment,202310,20-24,04,HIGH SCHOOL GRADUATE OR CERTIFICATE OF EQUIVALENCY,0.9,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,35,SCHEDULE D (EXCEPTED SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,29,MO,MISSOURI,US,UNITED STATES,47369,07
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,AC,New Hire - Competitive Service Appointment,202311,35-39,17,MASTER'S DEGREE,0.0,0119,ECONOMICS ASSISTANT,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,ALL OTHER OCCUPATIONS,ALL OTHER OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),P,PART-TIME,1,N,N,N,N,N,N,36,NY,NEW YORK,US,UNITED STATES,44057,05
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,AC,New Hire - Competitive Service Appointment,202310,35-39,04,HIGH SCHOOL GRADUATE OR CERTIFICATE OF EQUIVALENCY,0.0,0119,ECONOMICS ASSISTANT,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,ALL OTHER OCCUPATIONS,ALL OTHER OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),P,PART-TIME,1,N,N,N,N,N,N,06,CA,CALIFORNIA,US,UNITED STATES,42714,05
DN,DEPARTMENT OF ENERGY,DN00,DEPARTMENT OF ENERGY,AC,New Hire - Competitive Service Appointment,202312,30-34,04,HIGH SCHOOL GRADUATE OR CERTIFICATE OF EQUIVALENCY,0.0,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,06,CA,CALIFORNIA,US,UNITED STATES,114044,13
DN,DEPARTMENT OF ENERGY,DNFE,FEDERAL ENERGY REGULATORY COMMISSION,AC,New Hire - Competitive Service Appointment,202312,25-29,17,MASTER'S DEGREE,2.3,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,94199,12
DN,DEPARTMENT OF ENERGY,DNFE,FEDERAL ENERGY REGULATORY COMMISSION,AC,New Hire - Competitive Service Appointment,202312,25-29,17,MASTER'S DEGREE,0.0,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,78592,11
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,AC,New Hire - Competitive Service Appointment,202312,25-29,13,BACHELOR'S DEGREE,0.0,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,53105,07
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,AD,New Hire - Excepted Service Appointment,202312,20-24,13,BACHELOR'S DEGREE,0.0,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,35,SCHEDULE D (EXCEPTED SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,06,CA,CALIFORNIA,US,UNITED STATES,54067,07
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,AC,New Hire - Competitive Service Appointment,202312,35-39,04,HIGH SCHOOL GRADUATE OR CERTIFICATE OF EQUIVALENCY,0.8,0119,ECONOMICS ASSISTANT,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,ALL OTHER OCCUPATIONS,ALL OTHER OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),P,PART-TIME,1,N,N,N,N,N,N,32,NV,NEVADA,US,UNITED STATES,46116,05
DL,DEPARTMENT OF LABOR,DLWB,WOMEN'S BUREAU,AC,New Hire - Competitive Service Appointment,202312,35-39,17,MASTER'S DEGREE,0.0,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,112015,13
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,AC,New Hire - Competitive Service Appointment,202312,30-34,13,BACHELOR'S DEGREE,0.0,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,78592,11
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,AD,New Hire - Excepted Service Appointment,202312,20-24,13,BACHELOR'S DEGREE,0.0,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,35,SCHEDULE D (EXCEPTED SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,29,MO,MISSOURI,US,UNITED STATES,47369,07
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,AC,New Hire - Competitive Service Appointment,202312,65 OR MORE,21,DOCTORATE DEGREE,0.0,0119,ECONOMICS ASSISTANT,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,ALL OTHER OCCUPATIONS,ALL OTHER OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),P,PART-TIME,1,N,N,N,N,N,N,42,PA,PENNSYLVANIA,US,UNITED STATES,41365,05
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,AC,New Hire - Competitive Service Appointment,202312,65 OR MORE,13,BACHELOR'S DEGREE,0.0,0119,ECONOMICS ASSISTANT,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,ALL OTHER OCCUPATIONS,ALL OTHER OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),P,PART-TIME,1,N,N,N,N,N,N,53,WA,WASHINGTON,US,UNITED STATES,54508,05
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,AC,New Hire - Competitive Service Appointment,202401,50-54,04,HIGH SCHOOL GRADUATE OR CERTIFICATE OF EQUIVALENCY,0.0,0119,ECONOMICS ASSISTANT,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,ALL OTHER OCCUPATIONS,ALL OTHER OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),P,PART-TIME,1,N,N,N,N,N,N,47,TN,TENNESSEE,US,UNITED STATES,,05
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,AD,New Hire - Excepted Service Appointment,202401,20-24,17,MASTER'S DEGREE,0.0,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,35,SCHEDULE D (EXCEPTED SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,08,CO,COLORADO,US,UNITED STATES,,07
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,AC,New Hire - Competitive Service Appointment,202401,25-29,13,BACHELOR'S DEGREE,0.0,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,,07
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,AD,New Hire - Excepted Service Appointment,202401,20-24,13,BACHELOR'S DEGREE,0.0,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,35,SCHEDULE D (EXCEPTED SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,06,CA,CALIFORNIA,US,UNITED STATES,,07
EP,ENVIRONMENTAL PROTECTION AGENCY,EP00,ENVIRONMENTAL PROTECTION AGENCY,AC,New Hire - Competitive Service Appointment,202311,40-44,21,DOCTORATE DEGREE,0.0,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,44,RI,RHODE ISLAND,US,UNITED STATES,121128,12
VA,DEPARTMENT OF VETERANS AFFAIRS,VALA,VETERANS BENEFITS ADMINISTRATION,AC,New Hire - Competitive Service Appointment,202403,35-39,17,MASTER'S DEGREE,13.8,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,10,CAREER (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,148689,14
SE,SECURITIES AND EXCHANGE COMMISSION,SE00,SECURITIES AND EXCHANGE COMMISSION,AC,New Hire - Competitive Service Appointment,202310,50-54,21,DOCTORATE DEGREE,14.4,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",SK,NON-SUPERVISORY POSITIONS EMPLOYED BY THE SECURITIES AND EXCHANGE COMMISSION (SEC) AND FORMERLY UNDER GS PAY,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,10,CAREER (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,214634,14
SE,SECURITIES AND EXCHANGE COMMISSION,SE00,SECURITIES AND EXCHANGE COMMISSION,AD,New Hire - Excepted Service Appointment,202310,55-59,21,DOCTORATE DEGREE,0.0,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",SK,NON-SUPERVISORY POSITIONS EMPLOYED BY THE SECURITIES AND EXCHANGE COMMISSION (SEC) AND FORMERLY UNDER GS PAY,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,40,SCHEDULE A (EXCEPTED SERVICE NONPERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,214634,14
SE,SECURITIES AND EXCHANGE COMMISSION,SE00,SECURITIES AND EXCHANGE COMMISSION,AC,New Hire - Competitive Service Appointment,202310,30-34,13,BACHELOR'S DEGREE,0.0,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",SK,NON-SUPERVISORY POSITIONS EMPLOYED BY THE SECURITIES AND EXCHANGE COMMISSION (SEC) AND FORMERLY UNDER GS PAY,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,143089,12
TC,U.S. INTERNATIONAL TRADE COMMISSION,TC00,U.S. INTERNATIONAL TRADE COMMISSION,AC,New Hire - Competitive Service Appointment,202402,30-34,14,POST-BACHELOR'S,0.0,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,82764,11
SZ,SOCIAL SECURITY ADMINISTRATION,SZ00,SOCIAL SECURITY ADMINISTRATION,AC,New Hire - Competitive Service Appointment,202403,50-54,21,DOCTORATE DEGREE,9.8,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,162629,14
SZ,SOCIAL SECURITY ADMINISTRATION,SZ00,SOCIAL SECURITY ADMINISTRATION,AC,New Hire - Competitive Service Appointment,202403,20-24,17,MASTER'S DEGREE,0.0,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,99200,12
SZ,SOCIAL SECURITY ADMINISTRATION,SZ00,SOCIAL SECURITY ADMINISTRATION,AC,New Hire - Competitive Service Appointment,202403,20-24,13,BACHELOR'S DEGREE,0.0,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,117962,13
SZ,SOCIAL SECURITY ADMINISTRATION,SZ00,SOCIAL SECURITY ADMINISTRATION,AC,New Hire - Competitive Service Appointment,202402,40-44,17,MASTER'S DEGREE,2.6,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,24,MD,MARYLAND,US,UNITED STATES,117962,13
SE,SECURITIES AND EXCHANGE COMMISSION,SE00,SECURITIES AND EXCHANGE COMMISSION,AA,Transfer In - Individual Transfer,202312,55-59,17,MASTER'S DEGREE,32.5,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",SK,NON-SUPERVISORY POSITIONS EMPLOYED BY THE SECURITIES AND EXCHANGE COMMISSION (SEC) AND FORMERLY UNDER GS PAY,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,10,CAREER (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,214634,14
SE,SECURITIES AND EXCHANGE COMMISSION,SE00,SECURITIES AND EXCHANGE COMMISSION,AD,New Hire - Excepted Service Appointment,202310,35-39,21,DOCTORATE DEGREE,0.0,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",ED,EXPERT (5 U.S.C. 3109),STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,48,OTHER (EXCEPTED SERVICE NONPERMANENT),I,INTERMITTENT,1,N,N,N,N,N,N,49,UT,UTAH,US,UNITED STATES,182738,00
DN,DEPARTMENT OF ENERGY,DN00,DEPARTMENT OF ENERGY,AC,New Hire - Competitive Service Appointment,202403,25-29,04,HIGH SCHOOL GRADUATE OR CERTIFICATE OF EQUIVALENCY,3.3,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,32,NV,NEVADA,US,UNITED STATES,88756,12
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,AC,New Hire - Competitive Service Appointment,202403,25-29,17,MASTER'S DEGREE,3.6,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,72965,09
DL,DEPARTMENT OF LABOR,DLWB,WOMEN'S BUREAU,AC,New Hire - Competitive Service Appointment,202401,40-44,21,DOCTORATE DEGREE,4.7,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,145489,13
DN,DEPARTMENT OF ENERGY,DN00,DEPARTMENT OF ENERGY,AC,New Hire - Competitive Service Appointment,202403,25-29,17,MASTER'S DEGREE,1.2,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,48,TX,TEXAS,US,UNITED STATES,78820,11
DN,DEPARTMENT OF ENERGY,DN00,DEPARTMENT OF ENERGY,AC,New Hire - Competitive Service Appointment,202401,30-34,04,HIGH SCHOOL GRADUATE OR CERTIFICATE OF EQUIVALENCY,0.0,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,36,NY,NEW YORK,US,UNITED STATES,105122,11
DN,DEPARTMENT OF ENERGY,DN00,DEPARTMENT OF ENERGY,AC,New Hire - Competitive Service Appointment,202401,25-29,04,HIGH SCHOOL GRADUATE OR CERTIFICATE OF EQUIVALENCY,3.8,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,91039,11
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,AA,Transfer In - Individual Transfer,202402,30-34,04,HIGH SCHOOL GRADUATE OR CERTIFICATE OF EQUIVALENCY,2.5,0119,ECONOMICS ASSISTANT,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,ALL OTHER OCCUPATIONS,ALL OTHER OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),P,PART-TIME,1,N,N,N,N,N,N,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,46650,05
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,AD,New Hire - Excepted Service Appointment,202401,50-54,13,BACHELOR'S DEGREE,1.6,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,35,SCHEDULE D (EXCEPTED SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,17,IL,ILLINOIS,US,UNITED STATES,54728,07
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,AD,New Hire - Excepted Service Appointment,202401,50-54,21,DOCTORATE DEGREE,21.4,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",EX,EXECUTIVE PAY,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,2,SUPERVISOR OR MANAGER,46,EXECUTIVE (EXCEPTED SERVICE NONPERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,11,DC,DISTRICT OF COLUMBIA,US,UNITED STATES,158500,04
DN,DEPARTMENT OF ENERGY,DN00,DEPARTMENT OF ENERGY,AC,New Hire - Competitive Service Appointment,202401,35-39,17,MASTER'S DEGREE,0.0,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,2,SUPERVISOR OR MANAGER,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,36,NY,NEW YORK,US,UNITED STATES,191374,15
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,AC,New Hire - Competitive Service Appointment,202402,50-54,11,THREE YEARS COLLEGE,0.0,0119,ECONOMICS ASSISTANT,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,ALL OTHER OCCUPATIONS,ALL OTHER OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),P,PART-TIME,1,N,N,N,N,N,N,12,FL,FLORIDA,US,UNITED STATES,39576,05
DL,DEPARTMENT OF LABOR,DLLS,BUREAU OF LABOR STATISTICS,AC,New Hire - Competitive Service Appointment,202401,40-44,04,HIGH SCHOOL GRADUATE OR CERTIFICATE OF EQUIVALENCY,0.0,0110,ECONOMIST,01,"SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE GROUP",GS,GENERAL SCHEDULE,STEM OCCUPATIONS,SCIENCE OCCUPATIONS,8,ALL OTHER POSITIONS,15,CAREER-CONDITIONAL (COMPETITIVE SERVICE PERMANENT),F,FULL-TIME,1,N,N,N,N,N,N,13,GA,GEORGIA,US,UNITED STATES,51807,07
